Millis,Ori.x,Ori.y,Ori.z,Acc.x,Acc.y,Acc.z,LAcc.x,LAcc.y,LAcc.z,Grav.x,Grav.y,Grav.z,Mag.x,Mag.y,Mag.z,Gyro.x,Gyro.y,Gyro.z,Euler.x,Euler.y,Euler.z,Quat.w,Quat.x,Quat.y,Quat.z,Speed,Direction,VoltageIn,VoltageEngine
35804, 175.31, -3.81, -174.44, 2.70, -0.24, -8.07, 3.35, -1.19, 1.66, -0.65, 0.94, -9.73, 4.06, -16.06, -5.25, 0.23, -0.24, 2.78, 175.31, -3.81, -174.44, -0.05, -1.00, -0.04, 0.03, 4, 175, 413, 27, 
35904, 189.69, -4.12, -174.19, -1.50, 1.03, -6.53, -0.79, 0.04, 3.19, -0.70, 0.98, -9.73, 2.00, -13.25, -5.69, 0.17, -0.48, 2.56, 189.69, -4.12, -174.19, -0.05, -0.99, 0.08, 0.04, 5, 189, 423, 22, 
36004, 204.62, -4.06, -173.94, 0.35, 2.94, -13.37, 1.05, 1.91, -3.64, -0.70, 1.03, -9.72, -3.50, -14.00, -4.56, 0.10, -0.46, 3.06, 204.62, -4.06, -173.94, -0.04, -0.97, 0.21, 0.05, 5, 204, 422, 18, 
36104, 219.87, -4.00, -173.62, 1.81, 0.37, -6.85, 2.49, -0.70, 2.87, -0.68, 1.07, -9.72, -7.56, -12.75, -5.19, 0.18, -0.28, 2.85, 219.87, -4.00, -173.62, -0.04, -0.94, 0.34, 0.05, 4, 219, 416, 29, 
36204, 235.00, -3.75, -173.44, 0.60, 2.98, -7.54, 1.25, 1.86, 2.17, -0.64, 1.11, -9.72, -9.38, -9.25, -4.06, 0.15, -0.21, 2.80, 235.00, -3.75, -173.44, -0.04, -0.88, 0.46, 0.06, 5, 235, 421, 31, 
36304, 249.06, -3.62, -173.31, -1.46, 0.22, -6.90, -0.84, -0.90, 2.81, -0.62, 1.13, -9.72, -13.06, -8.88, -2.87, 0.09, -0.27, 2.31, 249.06, -3.62, -173.31, -0.03, -0.82, 0.57, 0.06, 6, 249, 420, 31, 
36404, 258.37, -3.37, -173.31, -0.67, 1.68, -7.80, -0.08, 0.54, 1.91, -0.58, 1.13, -9.72, -14.06, -4.50, -1.37, 0.12, -0.07, 1.68, 258.37, -3.37, -173.31, -0.03, -0.77, 0.63, 0.06, 5, 258, 413, 29, 
36504, 263.69, -3.25, -173.31, -0.27, 1.65, -8.55, 0.28, 0.51, 1.17, -0.56, 1.13, -9.72, -18.00, -1.56, -4.50, 0.10, -0.01, 0.82, 263.69, -3.25, -173.31, -0.02, -0.74, 0.67, 0.06, 6, 263, 420, 36, 
36604, 266.75, -3.25, -173.31, -1.31, 1.27, -9.76, -0.75, 0.14, -0.03, -0.55, 1.13, -9.72, -16.37, -0.25, -2.87, 0.10, -0.01, 0.66, 266.75, -3.25, -173.31, -0.02, -0.73, 0.69, 0.06, 6, 266, 411, 34, 
36704, 268.00, -3.12, -173.44, 1.90, 2.17, -8.77, 2.44, 1.05, 0.95, -0.53, 1.11, -9.72, -16.19, -0.56, -3.19, 0.15, 0.25, 0.43, 268.00, -3.12, -173.44, -0.02, -0.72, 0.69, 0.06, 6, 268, 417, 22, 
36804, 271.31, -3.19, -173.44, 0.22, 0.70, -9.29, 0.76, -0.40, 0.43, -0.54, 1.11, -9.72, -14.25, -2.75, -2.87, 0.26, 0.04, 0.65, 271.31, -3.19, -173.44, -0.02, -0.70, 0.71, 0.06, 6, 271, 417, 36, 
36904, 273.31, -3.19, -173.44, -1.70, -0.33, -5.25, -1.16, -1.41, 4.47, -0.54, 1.07, -9.73, -15.00, -3.00, -3.00, 0.40, 0.13, 0.22, 273.44, -3.12, -173.62, -0.02, -0.68, 0.73, 0.06, 7, 273, 418, 38, 
37004, 273.62, -3.19, -173.44, -1.70, 2.68, -14.07, -1.17, 1.57, -4.34, -0.53, 1.10, -9.72, -13.88, -3.75, -1.06, 0.03, 0.19, 0.04, 273.62, -3.06, -173.50, -0.02, -0.68, 0.73, 0.06, 7, 273, 409, 37, 
37104, 273.19, -3.37, -173.44, -2.94, 1.40, -7.40, -2.38, 0.29, 2.32, -0.55, 1.10, -9.72, -14.56, -2.87, -0.19, 0.08, 0.29, -0.39, 273.00, -3.25, -173.50, -0.02, -0.69, 0.72, 0.06, 7, 273, 415, 24, 
37204, 272.75, -3.31, -173.50, -2.06, 3.62, -11.48, -1.49, 2.52, -1.75, -0.57, 1.10, -9.72, -12.25, -1.50, -2.00, -0.05, 0.06, -0.01, 272.75, -3.31, -173.50, -0.02, -0.69, 0.72, 0.06, 7, 272, 410, 42, 
37304, 272.31, -3.37, -173.50, 0.22, 1.70, -9.23, 0.78, 0.61, 0.49, -0.56, 1.09, -9.72, -12.75, -1.50, -1.56, 0.10, 0.24, -0.03, 272.31, -3.25, -173.56, -0.02, -0.69, 0.72, 0.06, 7, 272, 413, 39, 
37404, 272.19, -3.44, -173.56, 0.65, 1.48, -7.34, -1.08, 1.89, 0.16, -0.56, 1.08, -9.72, -13.56, -8.38, -1.56, 0.06, 0.22, 0.02, 272.19, -3.31, -173.56, -0.02, -0.69, 0.72, 0.06, 7, 272, 414, 38, 
37504, 272.12, -3.44, -173.62, 0.75, 1.30, -7.04, 0.15, 0.51, -0.80, -0.56, 1.08, -9.73, -14.56, -4.69, -1.25, 0.05, 0.21, 0.06, 272.12, -3.31, -173.62, -0.02, -0.69, 0.72, 0.06, 7, 272, 413, 32, 
37604, 272.06, -3.37, -173.62, 0.18, 1.34, -7.30, -0.23, 0.70, 1.95, -0.56, 1.07, -9.73, -16.06, -8.38, -2.06, 0.12, 0.24, 0.04, 272.12, -3.25, -173.69, -0.02, -0.69, 0.72, 0.06, 6, 272, 407, 39, 
37704, 272.25, -3.37, -173.62, 0.07, 1.07, -7.78, -0.44, 1.02, -0.68, -0.56, 1.06, -9.73, -15.56, -5.06, 0.06, 0.12, 0.19, 0.04, 272.31, -3.25, -173.69, -0.02, -0.69, 0.72, 0.06, 7, 272, 411, 28, 
37804, 272.19, -3.06, -173.87, 0.22, 0.89, -7.45, -0.61, 0.76, -1.48, -0.53, 1.04, -9.73, -12.69, -6.19, 0.06, -0.06, -0.04, 0.02, 272.19, -3.12, -173.81, -0.02, -0.69, 0.72, 0.06, 7, 272, 403, 34, 
37904, 272.19, -3.06, -173.87, -0.41, 0.81, -13.50, -1.14, 0.83, 1.42, -0.52, 1.03, -9.73, -10.25, -6.50, 1.56, 0.05, 0.01, -0.06, 272.19, -3.06, -173.94, -0.02, -0.69, 0.72, 0.06, 7, 272, 415, 24, 
38004, 272.12, -2.94, -174.19, 1.05, 0.26, -6.97, 1.56, -0.71, 2.77, -0.52, 0.98, -9.74, -12.06, -3.87, 1.69, -0.01, -0.12, 0.02, 272.12, -3.00, -174.19, -0.02, -0.69, 0.72, 0.05, 6, 272, 408, 31, 
38104, 272.25, -3.00, -174.31, -4.26, 2.93, -8.75, -3.74, 1.96, 0.98, -0.51, 0.96, -9.74, -12.38, -2.75, 1.00, -0.08, 0.18, -1.22, 271.56, -3.00, -174.31, -0.02, -0.70, 0.72, 0.05, 6, 272, 405, 41, 
38204, 257.56, -3.06, -174.25, -3.07, 2.13, -9.39, -2.55, 1.16, 0.34, -0.52, 0.97, -9.74, -12.06, -6.50, 2.06, -0.24, 0.39, -4.10, 255.31, -3.06, -174.25, -0.02, -0.79, 0.61, 0.05, 5, 257, 413, 36, 
38304, 234.00, -3.00, -174.25, -2.21, 1.45, -10.22, -1.69, 0.47, -0.48, -0.51, 0.97, -9.74, -12.75, -11.06, 1.75, -0.22, 0.57, -5.37, 231.06, -3.00, -174.25, -0.03, -0.90, 0.43, 0.05, 4, 234, 420, 32, 
38404, 211.06, -3.00, -174.19, 0.80, -0.40, -10.01, 1.32, -1.39, -0.26, -0.51, 0.98, -9.74, -7.37, -15.69, 0.56, -0.11, 0.31, -2.79, 209.56, -3.00, -174.19, -0.04, -0.97, 0.25, 0.04, 1, 211, 421, 41, 
38504, 195.69, -3.00, -174.19, -2.78, 0.91, -10.21, -2.25, -0.06, -0.47, -0.52, 0.98, -9.74, -0.56, -19.19, -1.56, -0.16, 0.28, -3.04, 194.00, -3.06, -174.19, -0.05, -0.99, 0.12, 0.03, 2, 195, 420, 20, 
38604, 179.19, -2.50, -174.12, 7.79, 5.95, -7.30, 8.22, 4.95, 2.43, -0.43, 0.99, -9.74, 3.56, -18.69, -1.25, -0.06, -0.32, -2.05, 178.12, -2.81, -174.12, -0.05, -1.00, -0.02, 0.02, 2, 179, 422, 16, 
38704, 170.75, -2.81, -174.12, 0.55, 0.72, -10.44, 1.04, -0.26, -0.70, -0.48, 0.99, -9.74, 9.25, -13.00, -0.56, -0.03, -0.11, -1.59, 169.87, -2.94, -174.12, -0.05, -0.99, -0.09, 0.02, 1, 170, 422, 28, 
38804, 162.37, -2.81, -174.12, -0.03, -0.59, -9.27, 0.45, -1.59, 0.46, -0.48, 0.99, -9.74, 11.56, -14.88, -1.69, -0.14, 0.01, -1.46, 161.56, -2.87, -174.06, -0.05, -0.99, -0.16, 0.02, 1, 162, 423, 25, 
38904, 154.12, -2.94, -174.12, 0.05, -2.58, -10.53, 0.56, -3.58, -0.79, -0.50, 1.00, -9.74, 14.06, -20.00, -0.88, -0.04, 0.23, -1.37, 153.37, -2.87, -174.12, -0.06, -0.97, -0.23, 0.01, 1, 154, 420, 28, 
39004, 146.44, -2.94, -173.94, 2.88, 1.42, -9.88, 3.39, 0.39, -0.14, -0.50, 1.02, -9.73, 14.75, -10.56, -3.19, -0.06, 0.23, -1.25, 145.87, -2.87, -174.00, -0.06, -0.95, -0.29, 0.01, 0, 146, 421, 34, 
39104, 139.44, -3.00, -174.00, 0.58, -0.63, -11.47, 1.10, -1.65, -1.73, -0.51, 1.01, -9.74, 14.25, -12.75, -2.37, -0.11, 0.13, -1.93, 139.44, -3.00, -174.00, -0.06, -0.93, -0.35, 0.01, 2, 139, 419, 39, 
39204, 128.44, -3.00, -173.87, 4.77, -0.68, -9.18, 5.29, -1.72, 0.55, -0.51, 1.03, -9.73, 15.00, -7.25, -1.19, -0.19, 0.14, -1.69, 128.44, -3.00, -173.87, -0.06, -0.90, -0.44, 0.00, 4, 128, 417, 21, 
39304, 120.25, -2.87, -173.94, -0.30, 0.34, -11.08, 0.19, -0.68, -1.34, -0.49, 1.02, -9.73, 16.75, -4.37, -2.37, -0.32, 0.07, -0.95, 120.25, -2.87, -173.94, -0.06, -0.87, -0.50, -0.00, 5, 120, 415, 23, 
39404, 114.81, -2.81, -174.19, 1.35, 1.68, -10.39, 1.84, 0.69, -0.65, -0.48, 0.98, -9.74, 18.25, 1.75, -2.37, 0.01, 0.18, -1.09, 114.81, -2.81, -174.19, -0.06, -0.84, -0.54, -0.01, 6, 114, 405, 34, 
39504, 111.50, -2.87, -174.37, 1.08, 2.67, -8.52, 1.58, 1.72, 1.21, -0.49, 0.95, -9.74, 18.00, 1.06, -2.37, -0.01, 0.27, -0.52, 111.50, -2.87, -174.37, -0.05, -0.83, -0.56, -0.01, 6, 111, 403, 26, 
39604, 109.75, -2.94, -174.37, 0.90, 0.77, -7.37, 1.40, -0.18, 2.37, -0.50, 0.95, -9.74, 17.75, 0.00, -4.69, -0.02, 0.05, -0.21, 109.75, -2.94, -174.37, -0.05, -0.82, -0.57, -0.01, 7, 109, 406, 35, 
39704, 108.75, -2.94, -174.37, 1.31, 2.18, -9.50, 1.81, 1.22, 0.24, -0.50, 0.96, -9.74, 16.75, 3.25, -3.06, -0.05, -0.01, -0.05, 108.69, -2.94, -174.31, -0.05, -0.81, -0.58, -0.01, 7, 108, 400, 32, 
39804, 108.25, -2.94, -174.37, 1.46, 1.65, -7.57, 1.97, 0.69, 2.17, -0.51, 0.95, -9.74, 15.00, 2.87, -3.00, -0.01, -0.05, -0.08, 108.19, -3.00, -174.37, -0.06, -0.81, -0.59, -0.01, 8, 108, 404, 38, 
39904, 107.94, -3.06, -174.37, -0.76, 4.27, -9.57, -0.24, 3.33, 0.17, -0.51, 0.94, -9.74, 13.19, 1.75, -3.50, 0.13, 0.09, 0.00, 107.94, -3.00, -174.44, -0.05, -0.81, -0.59, -0.01, 7, 107, 405, 37, 
40004, 107.37, -3.06, -174.44, 0.79, 2.45, -7.62, 1.30, 1.53, 2.12, -0.51, 0.92, -9.74, 13.50, 1.19, -2.69, 0.12, 0.15, -0.63, 107.06, -3.00, -174.56, -0.05, -0.80, -0.59, -0.01, 8, 107, 397, 40, 
40104, 99.25, -2.94, -174.50, -3.70, 3.30, -7.38, -3.21, 2.37, 2.36, -0.49, 0.92, -9.75, 13.56, 6.56, -3.75, -0.04, 0.43, -2.51, 97.87, -2.81, -174.56, -0.05, -0.75, -0.66, -0.01, 8, 99, 405, 33, 
40204, 85.12, -2.75, -174.31, 1.24, -0.99, -9.85, -1.64, 0.29, 4.49, -0.49, 0.98, -9.74, 14.00, 6.56, -4.19, -0.36, 0.11, -3.04, 83.44, -2.87, -174.19, -0.05, -0.66, -0.74, -0.02, 7, 85, 398, 33, 
40304, 68.81, -3.06, -174.12, -2.94, 1.86, -8.44, -2.34, 0.74, 2.93, -0.54, 1.00, -9.73, 13.56, 10.25, -4.19, -0.22, 0.13, -3.27, 67.06, -3.12, -174.06, -0.05, -0.55, -0.83, -0.03, 7, 68, 413, 51, 
40404, 56.25, -2.75, -174.25, -1.56, -0.05, -8.73, 1.17, 1.50, 2.17, -0.45, 0.97, -9.74, 15.19, 8.69, 4.75, -0.01, 0.20, -0.35, 56.06, -2.62, -174.25, -0.04, -0.47, -0.88, -0.03, 7, 56, 408, 38, 
40504, 57.13, -2.50, -174.37, 0.72, -0.61, -6.58, 2.88, 4.28, -1.69, -0.43, 0.95, -9.75, 10.06, 7.87, -3.19, 0.01, -0.05, 0.97, 57.63, -2.50, -174.37, -0.04, -0.48, -0.87, -0.03, 8, 57, 396, 45, 
40604, 65.12, -2.56, -174.50, 1.41, -1.15, -7.96, 3.26, 4.39, -3.22, -0.42, 0.93, -9.75, 11.38, 9.25, -1.25, 0.01, -0.09, 2.17, 66.31, -2.50, -174.50, -0.04, -0.55, -0.84, -0.03, 7, 65, 406, 27, 
40704, 78.19, -2.56, -174.62, -0.69, -0.09, -10.39, 2.63, -1.01, 1.67, -0.44, 0.90, -9.75, 12.75, 7.06, -1.37, 0.13, -0.21, 2.83, 79.75, -2.56, -174.62, -0.05, -0.64, -0.77, -0.02, 7, 78, 416, 34, 
40804, 93.44, -2.69, -174.94, -1.30, -4.05, -6.97, -0.83, -4.91, 2.78, -0.43, 0.88, -9.75, 14.56, -0.06, -2.56, -0.13, 0.05, 2.93, 95.00, -2.50, -174.81, -0.05, -0.74, -0.67, -0.01, 6, 93, 405, 41, 
40904, 110.06, -2.87, -174.94, -1.33, -0.51, -7.98, -0.83, -1.37, 1.76, -0.49, 0.86, -9.75, 14.88, -0.25, -4.19, 0.07, -0.23, 3.25, 111.87, -2.87, -174.87, -0.05, -0.83, -0.56, -0.00, 6, 110, 405, 37, 
41004, 127.37, -3.12, -174.94, 1.31, -0.88, -8.37, 1.85, -1.73, 1.38, -0.54, 0.86, -9.75, 13.00, -6.25, -3.56, 0.07, -0.32, 3.04, 129.06, -3.12, -174.87, -0.05, -0.90, -0.43, 0.01, 6, 127, 409, 31, 
41104, 143.62, -3.25, -174.87, 1.30, 0.33, -10.79, 1.86, -0.53, -1.04, -0.59, 0.87, -9.75, 11.38, -10.88, -4.50, 0.20, -0.65, 3.53, 145.56, -3.44, -174.87, -0.05, -0.95, -0.30, 0.02, 6, 143, 408, 30, 
41204, 159.25, -3.56, -174.75, -2.96, 3.12, -8.31, -2.35, 2.22, 1.43, -0.62, 0.89, -9.74, 7.50, -13.06, -5.25, 0.09, -0.23, 2.19, 160.50, -3.62, -174.69, -0.05, -0.98, -0.17, 0.02, 5, 159, 54, 18, 
41304, 170.25, -3.81, -174.69, -1.33, -0.34, -11.01, -0.67, -1.25, -1.27, -0.65, 0.90, -9.74, 5.50, -14.56, -4.50, 0.08, -0.20, 2.43, 171.62, -3.81, -174.62, -0.05, -1.00, -0.07, 0.03, 4, 170, 410, 29, 
41404, 182.69, -3.94, -174.56, -1.23, 1.96, -8.72, -0.56, 1.04, 1.01, -0.67, 0.92, -9.73, 1.69, -15.25, -5.00, 0.13, -0.21, 2.12, 183.81, -3.94, -174.56, -0.05, -1.00, 0.03, 0.04, 5, 182, 409, 34, 
41504, 193.62, -4.06, -174.31, -0.75, 1.11, -8.08, -0.04, 0.15, 1.64, -0.70, 0.95, -9.73, -2.19, -13.75, -4.19, 0.20, -0.15, 1.84, 194.62, -4.06, -174.37, -0.04, -0.99, 0.13, 0.04, 6, 193, 408, 28, 
41604, 204.31, -4.06, -174.25, 1.72, 3.50, -9.17, 2.42, 2.52, 0.55, -0.69, 0.97, -9.73, -4.50, -12.06, -4.25, 0.06, -0.02, 1.95, 205.37, -3.94, -174.19, -0.04, -0.97, 0.22, 0.04, 6, 204, 409, 28, 
41704, 214.50, -4.12, -174.12, 1.46, 0.94, -8.30, 2.16, -0.05, 1.42, -0.70, 1.00, -9.72, -8.56, -13.25, -4.56, 0.18, -0.22, 1.84, 215.50, -4.00, -174.06, -0.04, -0.95, 0.30, 0.05, 7, 214, 409, 40, 
41804, 224.19, -4.06, -173.94, 0.58, 2.03, -7.28, 1.27, 1.00, 2.44, -0.69, 1.02, -9.72, -11.19, -13.38, -3.87, 0.20, -0.07, 1.76, 225.06, -4.00, -173.94, -0.03, -0.92, 0.38, 0.05, 7, 224, 415, 37, 
41904, 233.62, -4.00, -173.87, -1.19, 0.71, -7.73, -0.49, -0.31, 1.99, -0.69, 1.03, -9.72, -11.38, -10.50, -4.25, 0.15, -0.12, 1.72, 233.62, -4.00, -173.87, -0.03, -0.89, 0.46, 0.06, 7, 233, 411, 40, 
42004, 241.75, -4.00, -173.81, -4.08, 2.24, -8.14, -3.40, 1.19, 1.58, -0.68, 1.04, -9.72, -14.00, -4.25, -4.69, 0.24, -0.09, 1.72, 241.75, -4.00, -173.81, -0.03, -0.85, 0.52, 0.06, 7, 241, 411, 27, 
42104, 249.19, -3.94, -173.81, -1.07, 1.15, -6.90, -0.38, 0.10, 2.82, -0.68, 1.04, -9.72, -12.88, -2.50, -4.56, 0.22, -0.05, 1.42, 249.19, -3.94, -173.81, -0.02, -0.82, 0.57, 0.06, 7, 249, 406, 26, 
42204, 256.69, -3.94, -173.81, -2.74, 3.53, -10.71, -2.06, 2.49, -0.98, -0.67, 1.04, -9.72, -13.25, -1.75, -6.00, 0.37, -0.05, 1.48, 256.69, -3.94, -173.81, -0.02, -0.78, 0.62, 0.06, 7, 256, 407, 42, 
42304, 263.81, -3.87, -173.81, 1.18, 2.58, -7.83, 1.85, 1.52, 1.89, -0.66, 1.05, -9.72, -12.38, -0.25, -5.19, 0.28, 0.05, 1.35, 263.81, -3.87, -173.81, -0.02, -0.74, 0.67, 0.06, 7, 263, 408, 27, 
42404, 271.06, -3.94, -173.69, 3.01, 4.19, -12.02, 3.69, 3.12, -2.29, -0.67, 1.07, -9.72, -10.88, -0.19, -7.50, 0.16, -0.18, 1.51, 271.06, -3.94, -173.69, -0.01, -0.70, 0.71, 0.06, 7, 271, 412, 40, 
42504, 277.25, -3.87, -173.56, -2.00, 3.91, -11.42, -1.33, 2.82, -1.70, -0.67, 1.08, -9.72, -10.88, -0.37, -7.75, 0.17, -0.26, 1.57, 278.12, -3.94, -173.62, -0.01, -0.65, 0.75, 0.06, 8, 277, 411, 42, 
42604, 282.19, -3.94, -173.75, -1.15, 3.44, -9.98, -0.48, 2.38, -0.26, -0.67, 1.06, -9.72, -10.38, -0.75, -7.75, 0.00, -0.12, 0.63, 282.56, -3.94, -173.75, -0.01, -0.62, 0.78, 0.06, 8, 282, 416, 31, 
42704, 284.87, -3.87, -173.69, -1.10, 2.55, -9.51, -0.43, 1.46, 0.20, -0.67, 1.08, -9.72, -11.06, -1.50, -6.69, -0.12, -0.11, 0.29, 285.06, -3.87, -173.56, -0.01, -0.61, 0.79, 0.07, 8, 284, 410, 39, 
42804, 286.25, -3.87, -173.62, 0.04, 2.49, -10.91, 0.69, 1.42, -1.18, -0.65, 1.07, -9.72, -11.75, -3.50, -5.75, 0.06, 0.17, 0.11, 286.31, -3.81, -173.69, -0.01, -0.60, 0.80, 0.06, 8, 286, 413, 38, 
42904, 286.94, -3.75, -173.75, -1.60, 1.85, -7.76, -0.95, 0.79, 1.96, -0.64, 1.06, -9.72, -12.38, -6.37, -7.50, 0.03, -0.05, 0.22, 287.06, -3.75, -173.75, -0.01, -0.59, 0.80, 0.06, 8, 286, 409, 21, 
43004, 287.06, -3.75, -173.75, -1.25, 1.17, -9.17, 2.42, 0.73, -4.37, -0.64, 1.06, -9.72, -13.75, -6.69, -6.19, -0.05, 0.03, -0.06, 287.06, -3.75, -173.75, -0.01, -0.59, 0.80, 0.06, 8, 287, 406, 29, 
43104, 287.31, -3.75, -173.81, -1.53, 0.01, -9.40, -0.67, 2.00, -4.24, -0.64, 1.05, -9.72, -15.19, -8.50, -2.37, -0.07, -0.05, -0.06, 287.25, -3.75, -173.75, -0.01, -0.59, 0.80, 0.06, 7, 287, 409, 39, 
43204, 288.00, -3.75, -173.81, -0.50, -1.94, -10.40, -1.81, 2.23, -1.78, -0.64, 1.04, -9.72, -15.56, -7.37, -2.06, -0.03, -0.04, 0.00, 288.00, -3.75, -173.81, -0.00, -0.59, 0.81, 0.06, 7, 288, 403, 36, 
43304, 287.81, -3.81, -173.87, -1.81, 0.51, -10.51, -0.77, 1.46, -3.01, -0.65, 1.03, -9.72, -16.87, -8.06, 0.50, 0.01, 0.01, -0.04, 287.75, -3.81, -173.87, -0.00, -0.59, 0.81, 0.06, 8, 287, 396, 34, 
43404, 287.56, -3.81, -174.06, -0.56, 0.25, -10.76, -1.47, 3.65, -2.48, -0.66, 1.00, -9.73, -18.69, -6.69, 2.37, 0.08, -0.01, 0.08, 287.56, -3.81, -174.06, -0.00, -0.59, 0.81, 0.06, 7, 287, 405, 40, 
43504, 286.94, -3.75, -174.25, -1.82, -2.25, -8.95, -1.17, -3.23, 0.78, -0.63, 0.96, -9.73, -19.00, -4.75, 1.87, 0.13, 0.18, -0.15, 286.87, -3.69, -174.31, -0.00, -0.59, 0.80, 0.06, 7, 286, 412, 43, 
43604, 286.87, -3.75, -174.31, -0.05, 0.40, -5.21, 0.59, -0.56, 4.52, -0.62, 0.95, -9.73, -20.19, -5.19, 3.75, 0.08, 0.18, 0.05, 286.94, -3.62, -174.31, -0.00, -0.59, 0.80, 0.06, 8, 286, 401, 32, 
43704, 286.94, -3.75, -174.37, 0.26, 1.86, -6.46, 0.90, 0.90, 3.27, -0.63, 0.95, -9.73, -20.87, -6.06, 2.75, 0.05, 0.16, -0.01, 286.94, -3.62, -174.37, -0.00, -0.59, 0.80, 0.06, 8, 286, 402, 37, 
43804, 287.00, -3.69, -174.44, 0.52, 3.37, -6.55, 1.15, 2.42, 3.19, -0.63, 0.95, -9.73, -22.25, -3.50, 6.25, -0.16, 0.03, 0.05, 287.00, -3.69, -174.37, -0.00, -0.59, 0.80, 0.06, 7, 287, 404, 40, 
43904, 287.06, -3.69, -174.50, -0.17, 1.52, -5.83, 0.46, 0.59, 3.90, -0.63, 0.94, -9.74, -22.69, -3.19, 6.06, -0.15, 0.02, 0.01, 287.06, -3.69, -174.44, -0.00, -0.59, 0.80, 0.06, 7, 287, 404, 28, 
44004, 287.19, -3.62, -174.56, -0.38, 2.59, -6.67, 0.24, 1.67, 3.07, -0.62, 0.92, -9.74, -19.37, -5.25, 7.69, -0.22, -0.08, -0.00, 287.19, -3.69, -174.44, -0.00, -0.59, 0.80, 0.06, 7, 287, 396, 25, 
44104, 287.25, -3.62, -174.50, 0.18, 4.40, -11.56, 0.80, 3.46, -1.82, -0.62, 0.93, -9.74, -22.25, -3.19, 6.19, -0.21, -0.07, 0.04, 287.25, -3.69, -174.37, -0.00, -0.59, 0.80, 0.06, 8, 287, 401, 40, 
44204, 287.44, -3.56, -174.37, -0.75, 4.03, -11.72, -0.13, 3.08, -1.98, -0.61, 0.95, -9.74, -22.25, -1.37, 6.69, -0.15, -0.05, 0.01, 287.44, -3.62, -174.31, -0.00, -0.59, 0.80, 0.06, 8, 287, 402, 43, 
44304, 287.56, -3.56, -174.44, -0.36, 2.50, -6.01, 0.25, 1.56, 3.72, -0.61, 0.94, -9.74, -21.50, -1.50, 9.88, -0.05, 0.13, 0.10, 287.62, -3.50, -174.44, -0.00, -0.59, 0.81, 0.06, 8, 287, 397, 35, 
44404, 287.62, -3.44, -174.44, -0.65, 0.94, -5.73, -0.05, 0.00, 4.00, -0.59, 0.94, -9.74, -21.50, -1.06, 10.25, 0.04, 0.04, 0.05, 287.62, -3.44, -174.44, -0.00, -0.59, 0.81, 0.06, 7, 287, 405, 24, 
44504, 287.06, -3.37, -174.44, -0.72, 1.98, -7.81, -0.14, 1.04, 1.92, -0.57, 0.93, -9.74, -22.87, -1.06, 12.19, 0.11, 0.12, -0.14, 287.06, -3.31, -174.50, -0.00, -0.59, 0.80, 0.06, 7, 287, 401, 24, 
44604, 287.31, -3.25, -174.50, -0.18, 0.60, -5.18, 0.38, -0.33, 4.56, -0.56, 0.93, -9.74, -25.50, -1.06, 13.38, 0.11, 0.10, 0.04, 287.37, -3.25, -174.44, -0.01, -0.59, 0.80, 0.06, 6, 287, 398, 22, 
44704, 288.56, -3.06, -174.19, 1.48, 2.18, -5.52, 2.02, 1.20, 4.22, -0.53, 0.98, -9.74, -25.50, -2.50, 13.56, 0.12, 0.07, 0.44, 288.56, -3.06, -174.19, -0.01, -0.58, 0.81, 0.06, 6, 288, 401, 34, 
44804, 291.25, -3.06, -174.19, 0.88, 2.74, -6.17, 1.41, 1.75, 3.57, -0.52, 0.98, -9.74, -25.50, 1.50, 13.69, 0.07, -0.13, 0.61, 291.25, -3.06, -174.19, -0.01, -0.56, 0.83, 0.06, 6, 291, 398, 28, 
44904, 294.62, -2.94, -174.31, -1.91, 3.05, -6.77, -1.40, 2.09, 2.97, -0.50, 0.96, -9.74, -25.06, 4.69, 14.88, 0.10, -0.07, 0.68, 294.62, -2.94, -174.31, -0.00, -0.54, 0.84, 0.06, 6, 294, 398, 31, 
45004, 298.19, -3.00, -174.37, 0.81, 3.45, -8.41, 1.33, 2.49, 1.33, -0.51, 0.95, -9.74, -26.19, 9.38, 15.19, -0.03, -0.08, 0.66, 298.19, -3.00, -174.37, -0.00, -0.51, 0.86, 0.06, 5, 298, 407, 20, 
45104, 301.81, -3.06, -174.44, -2.13, 1.67, -6.07, -1.60, 0.72, 3.66, -0.52, 0.94, -9.74, -24.75, -1.19, 16.37, -0.01, -0.17, 0.49, 301.81, -3.06, -174.44, 0.00, -0.49, 0.87, 0.06, 6, 301, 404, 28, 
45204, 305.31, -3.12, -174.50, 1.79, 3.00, -6.11, 2.31, 2.05, 3.62, -0.51, 0.94, -9.74, -22.56, 12.88, 16.00, -0.08, 0.14, 0.72, 305.69, -3.00, -174.44, 0.00, -0.46, 0.89, 0.05, 6, 305, 405, 21, 
45304, 309.25, -3.19, -174.50, 0.39, 1.56, -6.85, 0.93, 0.62, 2.89, -0.54, 0.93, -9.74, -20.19, 12.88, 16.50, -0.06, 0.04, 0.72, 309.62, -3.12, -174.44, 0.00, -0.42, 0.90, 0.06, 6, 309, 406, 32, 
45404, 313.19, -3.31, -174.56, 0.74, 1.69, -11.16, 1.30, 0.76, -1.41, -0.55, 0.92, -9.74, -18.69, 14.38, 15.00, -0.01, 0.03, 0.78, 313.56, -3.25, -174.50, 0.01, -0.39, 0.92, 0.05, 6, 313, 405, 20, 
