Millis,Ori.x,Ori.y,Ori.z,Acc.x,Acc.y,Acc.z,LAcc.x,LAcc.y,LAcc.z,Grav.x,Grav.y,Grav.z,Mag.x,Mag.y,Mag.z,Gyro.x,Gyro.y,Gyro.z,Euler.x,Euler.y,Euler.z,Quat.w,Quat.x,Quat.y,Quat.z,Speed,Direction,VoltageIn,VoltageEngine
27404, 227.37, -3.31, -174.69, -0.48, -0.18, -5.77, 0.08, -1.07, 3.96, -0.57, 0.89, -9.74, -8.25, -18.37, 2.75, -0.08, -0.07, 1.33, 228.06, -3.31, -174.62, -0.03, -0.91, 0.41, 0.05, 5, 227, 409, 19, 
27504, 233.19, -3.44, -174.62, -0.76, 1.13, -8.10, -0.17, 0.22, 1.63, -0.59, 0.91, -9.74, -11.19, -17.25, 4.37, 0.09, -0.09, 0.94, 233.69, -3.44, -174.62, -0.03, -0.89, 0.45, 0.05, 6, 233, 399, 30, 
27604, 237.00, -3.62, -174.50, -2.46, 2.26, -6.98, -1.84, 1.32, 2.76, -0.62, 0.93, -9.74, -11.56, -14.00, 2.75, -0.05, 0.05, 0.33, 237.19, -3.56, -174.50, -0.03, -0.88, 0.48, 0.05, 6, 237, 404, 32, 
27704, 239.00, -3.62, -174.37, -0.81, 2.48, -6.46, -0.18, 1.52, 3.27, -0.63, 0.95, -9.73, -14.25, -11.50, 4.00, 0.07, -0.05, 0.44, 239.19, -3.69, -174.37, -0.03, -0.87, 0.49, 0.05, 7, 239, 407, 30, 
27804, 240.37, -3.69, -174.31, -1.60, 3.39, -11.93, -0.96, 2.43, -2.19, -0.64, 0.95, -9.73, -12.75, -14.75, 5.87, -0.25, -0.03, 0.18, 240.44, -3.75, -174.25, -0.03, -0.86, 0.50, 0.05, 6, 240, 401, 21, 
27904, 241.19, -3.75, -174.25, 0.49, 2.57, -7.61, 1.13, 1.60, 2.12, -0.64, 0.97, -9.73, -14.00, -13.25, 4.75, -0.13, -0.06, 0.05, 241.19, -3.69, -174.25, -0.03, -0.86, 0.51, 0.05, 6, 241, 409, 30, 
28004, 241.44, -3.62, -174.19, -0.10, 2.33, -8.82, 0.52, 1.35, 0.91, -0.62, 0.98, -9.73, -13.19, -14.00, 4.37, -0.12, -0.02, 0.21, 241.44, -3.62, -174.19, -0.03, -0.86, 0.51, 0.05, 7, 241, 401, 27, 
28104, 241.81, -3.56, -174.00, -0.46, 0.84, -8.61, 0.14, -0.17, 1.12, -0.61, 1.01, -9.73, -13.19, -14.38, 4.37, -0.04, 0.02, 0.17, 241.81, -3.56, -174.00, -0.03, -0.86, 0.51, 0.05, 6, 241, 412, 22, 
28204, 242.00, -3.56, -173.81, -0.28, 2.03, -6.88, 0.32, 0.98, 2.84, -0.61, 1.04, -9.73, -14.00, -14.75, 3.19, -0.36, -0.01, 0.10, 242.00, -3.56, -173.81, -0.03, -0.86, 0.51, 0.05, 6, 242, 400, 33, 
28304, 242.12, -3.50, -173.81, 0.06, 2.41, -9.38, 0.66, 1.37, 0.34, -0.59, 1.04, -9.73, -13.88, -15.06, 6.06, 0.01, 0.02, 0.16, 242.12, -3.50, -173.81, -0.03, -0.85, 0.52, 0.05, 7, 242, 400, 33, 
28404, 242.06, -3.50, -173.94, -1.55, 4.62, -13.56, -0.95, 3.56, -3.83, -0.59, 1.06, -9.73, -13.50, -16.19, 6.56, -0.37, 0.05, 0.13, 242.12, -3.44, -173.75, -0.03, -0.85, 0.52, 0.05, 6, 242, 400, 19, 
28504, 242.12, -3.37, -173.87, -1.07, 1.85, -16.14, -0.47, 0.78, -6.41, -0.60, 1.07, -9.72, -12.69, -15.06, 6.06, -0.38, -0.13, -0.07, 242.06, -3.50, -173.69, -0.03, -0.85, 0.51, 0.05, 6, 242, 399, 32, 
28604, 242.00, -3.37, -173.87, -0.92, 2.95, -9.41, -0.33, 1.90, 0.31, -0.58, 1.04, -9.73, -14.19, -17.56, 8.19, -0.13, -0.05, 0.03, 242.00, -3.44, -173.81, -0.03, -0.86, 0.51, 0.05, 6, 242, 404, 29, 
28704, 241.00, -3.37, -173.94, 0.28, 0.63, -10.35, 0.86, -0.40, -0.62, -0.57, 1.04, -9.73, -13.06, -16.56, 7.75, -0.15, 0.12, -0.58, 240.69, -3.37, -173.87, -0.03, -0.86, 0.50, 0.05, 6, 241, 396, 24, 
28804, 236.87, -3.31, -173.94, 2.04, 0.51, -10.49, 2.62, -0.51, -0.75, -0.57, 1.03, -9.73, -12.38, -19.75, 6.19, -0.10, 0.08, -0.96, 236.31, -3.31, -173.94, -0.03, -0.88, 0.47, 0.05, 6, 236, 397, 37, 
28904, 231.50, -3.31, -174.00, -1.19, 1.60, -11.65, -0.62, 0.58, -1.91, -0.56, 1.01, -9.73, -11.25, -18.25, 4.75, -0.07, 0.11, -1.01, 231.00, -3.31, -174.00, -0.03, -0.90, 0.43, 0.05, 6, 231, 394, 22, 
29004, 225.62, -3.25, -174.06, -1.08, 2.06, -7.53, -1.61, -0.37, 0.07, -0.56, 1.01, -9.73, -10.19, -19.69, 6.25, -0.12, 0.10, -1.06, 225.06, -3.25, -174.06, -0.04, -0.92, 0.38, 0.05, 5, 225, 403, 24, 
29104, 219.31, -3.25, -174.12, -1.42, 2.52, -7.43, 0.22, 1.58, -1.06, -0.55, 1.00, -9.73, -9.56, -22.25, 6.19, -0.10, 0.27, -1.21, 218.69, -3.19, -174.06, -0.04, -0.94, 0.33, 0.04, 6, 219, 409, 34, 
29204, 212.75, -3.25, -174.12, -3.47, 2.35, -6.94, 1.91, 1.32, -2.00, -0.55, 1.00, -9.73, -5.56, -23.69, 5.06, -0.12, 0.21, -1.20, 212.12, -3.19, -174.12, -0.04, -0.96, 0.28, 0.04, 6, 212, 415, 23, 
29304, 206.19, -3.25, -174.19, -2.43, 0.51, -9.23, 0.18, -0.11, 1.48, -0.55, 0.98, -9.74, -2.69, -23.69, 6.19, -0.06, 0.19, -1.31, 205.50, -3.19, -174.19, -0.04, -0.97, 0.22, 0.04, 6, 206, 406, 38, 
29404, 199.25, -3.25, -174.25, -3.20, 2.53, -6.67, 0.28, -0.98, 0.74, -0.55, 0.97, -9.74, 0.75, -23.25, 4.00, -0.09, 0.18, -1.27, 198.56, -3.25, -174.25, -0.04, -0.99, 0.16, 0.04, 6, 199, 410, 29, 
29504, 192.50, -3.25, -174.31, 3.04, 0.48, -8.07, 3.60, -0.47, 1.67, -0.55, 0.95, -9.74, 2.87, -25.50, 6.19, -0.05, 0.16, -1.25, 191.81, -3.25, -174.37, -0.05, -0.99, 0.10, 0.03, 6, 192, 403, 30, 
29604, 185.81, -3.19, -174.37, -2.11, -1.14, -6.81, -1.55, -2.10, 2.92, -0.56, 0.94, -9.74, 5.06, -24.75, 4.37, 0.10, 0.04, -1.25, 185.19, -3.25, -174.44, -0.05, -1.00, 0.05, 0.03, 6, 185, 414, 38, 
29704, 178.87, -3.25, -174.31, -2.43, 0.39, -9.42, -1.86, -0.56, 0.31, -0.55, 0.94, -9.74, 7.50, -22.56, 2.37, 0.04, 0.21, -1.41, 178.06, -3.25, -174.44, -0.05, -1.00, -0.02, 0.03, 6, 178, 404, 28, 
29804, 171.94, -3.25, -174.44, -3.41, 0.74, -8.48, -2.86, -0.19, 1.25, -0.54, 0.94, -9.74, 11.19, -24.50, 6.69, -0.04, 0.24, -1.29, 171.25, -3.19, -174.44, -0.05, -1.00, -0.08, 0.02, 6, 171, 406, 26, 
29904, 164.81, -3.19, -174.44, -3.77, 2.34, -8.61, -3.22, 1.39, 1.12, -0.54, 0.93, -9.74, 14.00, -19.37, 2.00, -0.02, 0.17, -1.39, 164.06, -3.19, -174.44, -0.05, -0.99, -0.14, 0.02, 6, 164, 410, 39, 
30004, 157.69, -3.12, -174.50, 0.03, 0.21, -8.23, 0.57, -0.71, 1.51, -0.54, 0.92, -9.74, 16.56, -17.25, 3.50, -0.04, 0.27, -1.44, 156.87, -3.06, -174.56, -0.05, -0.98, -0.20, 0.02, 7, 157, 410, 33, 
30104, 150.62, -3.06, -174.62, -2.25, 1.35, -7.36, -1.72, 0.43, 2.38, -0.52, 0.91, -9.74, 20.00, -15.75, 3.56, -0.08, 0.16, -1.32, 149.87, -3.00, -174.62, -0.05, -0.96, -0.26, 0.01, 6, 150, 405, 42, 
30204, 143.69, -2.94, -174.62, -3.92, 0.78, -6.91, -3.40, -0.12, 2.83, -0.51, 0.90, -9.75, 22.06, -12.69, 4.50, 0.02, 0.18, -1.50, 142.87, -2.94, -174.69, -0.05, -0.95, -0.32, 0.01, 6, 143, 408, 35, 
30304, 136.75, -2.81, -174.69, -0.42, -0.44, -7.69, 0.06, -1.34, 2.05, -0.49, 0.90, -9.75, 22.75, -9.88, 4.75, -0.20, 0.03, -1.09, 136.19, -2.87, -174.62, -0.05, -0.93, -0.37, 0.01, 6, 136, 406, 34, 
30404, 129.62, -2.75, -174.56, -4.82, 1.21, -7.20, -4.34, 0.29, 2.54, -0.47, 0.91, -9.75, 23.25, -5.19, 2.50, -0.04, 0.20, -1.51, 128.87, -2.75, -174.56, -0.05, -0.90, -0.43, 0.00, 6, 129, 401, 28, 
30504, 122.56, -2.62, -174.31, -2.49, -0.96, -5.54, -2.04, -1.92, 4.19, -0.45, 0.96, -9.74, 21.06, -3.06, 3.56, -0.14, 0.18, -1.33, 121.87, -2.69, -174.12, -0.06, -0.87, -0.48, -0.00, 6, 122, 408, 34, 
30604, 115.31, -2.62, -173.62, -0.36, 1.47, -6.60, 0.09, 0.39, 3.13, -0.45, 1.08, -9.73, 20.50, -0.06, 6.00, -0.12, -0.05, -1.38, 115.31, -2.62, -173.62, -0.06, -0.84, -0.54, -0.01, 7, 115, 404, 44, 
30704, 108.00, -2.69, -173.56, -3.28, 0.20, -5.96, -2.82, -0.89, 3.76, -0.46, 1.09, -9.73, 22.06, 3.19, 4.69, 0.02, 0.19, -1.35, 108.00, -2.69, -173.56, -0.06, -0.80, -0.59, -0.01, 6, 108, 405, 43, 
30804, 100.62, -2.75, -173.44, 0.06, 2.66, -9.02, 0.53, 1.55, 0.70, -0.47, 1.10, -9.73, 21.69, 6.87, 3.87, -0.07, 0.22, -1.44, 100.62, -2.75, -173.44, -0.06, -0.77, -0.64, -0.02, 6, 100, 401, 38, 
30904, 93.19, -2.75, -173.50, -2.40, 2.90, -8.42, -1.92, 1.79, 1.30, -0.47, 1.10, -9.73, 20.69, 5.87, 4.06, -0.05, 0.16, -1.34, 93.19, -2.75, -173.50, -0.06, -0.73, -0.69, -0.02, 7, 93, 408, 36, 
31004, 84.25, -2.87, -173.44, -2.05, 4.25, -9.40, -1.55, 3.13, 0.32, -0.49, 1.11, -9.72, 18.87, 3.69, 3.25, -0.18, 0.27, -2.79, 84.25, -2.87, -173.44, -0.06, -0.67, -0.74, -0.03, 6, 84, 407, 40, 
31104, 62.75, -3.12, -173.44, -5.90, 5.97, -8.62, -5.36, 4.86, 1.09, -0.53, 1.11, -9.72, 15.56, 17.37, 2.50, -0.33, 0.66, -5.86, 59.56, -3.12, -173.44, -0.05, -0.50, -0.87, -0.04, 5, 62, 411, 30, 
31204, 32.13, -3.31, -173.37, -7.24, 3.66, -6.44, -6.66, 2.56, 3.28, -0.57, 1.10, -9.72, 3.25, 19.56, 6.00, -0.11, 0.54, -4.79, 29.50, -3.31, -173.50, -0.04, -0.25, -0.97, -0.05, 3, 32, 414, 24, 
31304, 7.62, -3.50, -173.62, 7.20, 3.88, -8.22, 7.79, 2.80, 1.50, -0.58, 1.07, -9.72, -4.75, 19.19, 5.19, -0.19, 0.59, -4.24, 5.31, -3.44, -173.62, -0.03, -0.05, -1.00, -0.05, 3, 7, 416, 28, 
31404, 349.62, -3.75, -173.87, -3.02, 1.50, -7.70, 1.77, 0.16, -4.07, -0.62, 1.05, -9.73, -14.25, 17.37, 5.50, -0.32, 0.59, -3.19, 347.87, -3.62, -173.81, -0.03, 0.11, -0.99, -0.06, 2, 349, 418, 24, 
31504, 329.75, -3.69, -174.00, -3.02, 3.16, -8.51, -4.18, 1.84, -1.09, -0.63, 1.01, -9.73, -13.50, 19.75, 3.56, -0.26, 0.42, -4.20, 327.50, -3.69, -174.00, -0.02, 0.28, -0.96, -0.06, 2, 329, 408, 19, 
31604, 306.12, -3.50, -175.25, 0.61, -2.10, -0.57, 1.22, -2.90, 9.17, -0.59, 0.88, -9.74, -18.06, 6.25, 3.19, -1.04, 0.36, -2.85, 304.56, -3.44, -174.81, -0.01, 0.46, -0.88, -0.05, 3, 306, 412, 17, 
31704, 294.50, -3.44, -174.31, -3.33, -0.79, -10.18, -2.74, -1.75, -0.44, -0.59, 0.95, -9.74, -18.69, 1.37, 3.37, 0.00, 0.03, -1.03, 293.94, -3.44, -174.37, 0.00, 0.54, -0.84, -0.06, 5, 294, 409, 18, 
31804, 290.50, -3.50, -174.25, -0.63, 0.55, -10.12, -0.03, -0.42, -0.38, -0.60, 0.97, -9.73, -18.00, -2.69, 5.50, 0.02, 0.11, -0.64, 290.12, -3.50, -174.25, 0.00, 0.57, -0.82, -0.06, 5, 290, 398, 21, 
31904, 289.06, -3.31, -174.31, -0.95, 1.04, -8.48, -0.37, 0.08, 1.26, -0.57, 0.96, -9.74, -20.87, -3.50, 5.50, -0.03, -0.03, 0.03, 289.12, -3.37, -174.31, 0.00, 0.58, -0.81, -0.06, 6, 289, 410, 18, 
32004, 291.62, -3.25, -174.19, -3.07, -0.39, -10.38, -2.51, -1.37, -0.63, -0.55, 0.98, -9.74, -21.56, -1.69, 4.75, -0.16, -0.07, 0.77, 292.06, -3.25, -174.12, 0.00, 0.56, -0.83, -0.06, 6, 291, 406, 22, 
32104, 297.37, -3.06, -173.50, -0.98, 1.74, -8.57, -0.46, 0.63, 1.15, -0.52, 1.10, -9.72, -21.19, -3.06, 6.37, -0.06, -0.09, 1.25, 298.06, -3.00, -173.44, 0.01, 0.51, -0.86, -0.06, 6, 297, 412, 23, 
32204, 304.69, -3.12, -173.31, -0.67, 1.57, -8.35, -0.14, 0.43, 1.36, -0.53, 1.13, -9.72, -18.56, 10.88, 6.50, 0.06, -0.13, 1.38, 305.50, -3.06, -173.25, 0.00, 0.46, -0.89, -0.06, 6, 304, 403, 23, 
32304, 312.94, -3.06, -173.31, 1.59, 1.81, -7.57, 2.12, 0.67, 2.15, -0.52, 1.13, -9.72, -18.50, 11.75, 4.06, 0.13, -0.22, 1.67, 313.87, -3.00, -173.31, -0.00, 0.39, -0.92, -0.06, 6, 312, 404, 26, 
32404, 322.00, -2.94, -173.37, 1.01, 0.63, -7.56, 1.52, -0.48, 2.16, -0.51, 1.12, -9.72, -18.50, 8.50, 6.69, 0.14, -0.15, 1.64, 322.00, -2.94, -173.37, -0.01, 0.32, -0.95, -0.06, 6, 322, 402, 42, 
32504, 331.94, -2.87, -173.44, -2.66, 1.67, -6.39, -2.16, 0.55, 3.33, -0.49, 1.11, -9.72, -17.37, 14.69, 7.56, 0.17, -0.24, 1.97, 331.94, -2.87, -173.44, -0.01, 0.23, -0.97, -0.06, 7, 331, 411, 46, 
32604, 341.69, -2.69, -173.31, 1.81, 1.46, -8.72, 2.28, 0.32, 1.00, -0.46, 1.13, -9.73, -16.25, 17.50, 7.50, 0.07, -0.15, 1.90, 341.69, -2.69, -173.31, -0.01, 0.16, -0.99, -0.06, 7, 341, 411, 45, 
32704, 352.31, -2.56, -173.37, -0.44, -0.38, -8.27, 0.00, -1.51, 1.45, -0.44, 1.12, -9.73, -14.25, 18.19, 8.19, 0.03, -0.22, 2.12, 352.31, -2.56, -173.37, -0.02, 0.07, -1.00, -0.06, 7, 352, 418, 41, 
32804, 2.25, -2.50, -173.50, -0.75, 0.19, -6.70, -0.32, -0.91, 3.02, -0.43, 1.10, -9.73, -7.75, 18.06, 7.50, 0.10, -0.31, 2.15, 2.25, -2.50, -173.50, -0.02, -0.02, -1.00, -0.06, 6, 2, 406, 25, 
32904, 12.56, -2.37, -173.62, -1.68, -0.86, -6.08, -1.27, -1.94, 3.65, -0.40, 1.08, -9.73, -3.06, 26.37, 7.06, 0.17, -0.15, 1.90, 12.56, -2.37, -173.62, -0.03, -0.11, -0.99, -0.05, 6, 12, 404, 38, 
33004, 23.06, -2.31, -173.69, 2.44, 1.62, -9.09, 2.84, 0.54, 0.64, -0.40, 1.07, -9.73, -0.25, 29.25, 5.87, 0.15, -0.15, 2.02, 23.06, -2.31, -173.69, -0.03, -0.20, -0.98, -0.05, 7, 23, 406, 28, 
33104, 33.38, -2.37, -173.75, 1.34, 2.85, -9.98, 1.75, 1.79, -0.24, -0.40, 1.05, -9.74, 4.37, 23.75, 6.69, 0.10, -0.19, 1.98, 33.38, -2.37, -173.75, -0.04, -0.29, -0.96, -0.05, 6, 33, 405, 40, 
33204, 43.94, -2.31, -173.87, 4.25, 2.74, -10.39, 4.64, 1.70, -0.64, -0.39, 1.03, -9.74, 5.50, 20.06, 4.37, 0.11, -0.02, 2.01, 43.94, -2.31, -173.87, -0.04, -0.37, -0.93, -0.04, 7, 43, 409, 39, 
33304, 54.31, -2.31, -174.00, 4.21, 4.83, -8.99, 4.61, 3.81, 0.75, -0.40, 1.01, -9.74, 9.19, 20.00, 4.37, 0.11, -0.13, 2.01, 54.31, -2.31, -174.00, -0.04, -0.46, -0.89, -0.04, 7, 54, 409, 28, 
33404, 64.56, -2.37, -174.12, 3.30, 1.70, -9.33, 3.71, 0.70, 0.40, -0.40, 0.99, -9.74, 13.88, 21.37, 2.00, 0.06, -0.15, 1.88, 64.56, -2.37, -174.12, -0.04, -0.53, -0.84, -0.03, 7, 64, 404, 25, 
33504, 75.06, -2.37, -174.12, -2.16, -0.35, -11.09, -1.75, -1.35, -1.35, -0.41, 0.99, -9.74, 15.56, 13.69, 2.37, -0.16, -0.33, 2.06, 75.06, -2.37, -174.12, -0.05, -0.61, -0.79, -0.03, 7, 75, 412, 29, 
33604, 85.62, -2.50, -174.19, -0.51, 6.72, -16.19, -0.08, 5.73, -6.44, -0.43, 0.99, -9.74, 18.00, 9.75, 1.50, -0.22, -0.29, 1.90, 85.62, -2.50, -174.19, -0.05, -0.68, -0.73, -0.02, 7, 85, 409, 36, 
33704, 94.44, -2.56, -174.31, 0.16, 4.16, -10.52, 0.61, 3.20, -0.77, -0.44, 0.96, -9.74, 19.56, 6.06, 2.19, 0.12, -0.19, 1.85, 95.44, -2.56, -174.31, -0.05, -0.74, -0.67, -0.02, 6, 94, 414, 42, 
33804, 104.56, -2.62, -174.44, 2.79, 4.85, -9.85, 3.23, 3.90, -0.10, -0.44, 0.94, -9.75, 20.06, 2.50, 1.06, 0.05, -0.05, 1.80, 105.56, -2.56, -174.44, -0.05, -0.80, -0.60, -0.01, 7, 104, 410, 43, 
33904, 113.12, -2.62, -174.56, 0.64, 1.79, -9.51, -1.19, 4.38, -3.94, -0.45, 0.95, -9.74, 19.25, -0.69, 1.06, -0.24, -0.16, 1.28, 113.87, -2.62, -174.37, -0.05, -0.84, -0.54, -0.01, 7, 113, 401, 36, 
34004, 117.87, -2.69, -173.94, -1.01, 0.83, -5.25, 3.72, 0.31, 0.39, -0.45, 1.03, -9.74, 20.19, -2.87, -0.37, -0.02, 0.06, 0.57, 118.19, -2.62, -173.94, -0.06, -0.86, -0.51, -0.01, 7, 117, 407, 27, 
34104, 120.06, -2.69, -174.06, 1.57, 3.28, -7.57, 2.04, 2.26, 2.16, -0.45, 1.00, -9.74, 20.19, -12.00, -0.50, 0.08, 0.17, 0.01, 120.06, -2.62, -174.12, -0.06, -0.87, -0.50, -0.01, 8, 120, 410, 29, 
34204, 120.81, -2.87, -174.06, -0.23, -2.40, -4.28, 0.25, -3.40, 5.45, -0.48, 0.99, -9.74, 22.75, -8.00, 0.56, 0.09, 0.02, 0.26, 120.94, -2.81, -174.12, -0.06, -0.87, -0.49, -0.00, 8, 120, 407, 44, 
34304, 121.56, -3.00, -174.19, 0.40, -0.89, -6.37, 0.91, -1.88, 3.36, -0.51, 0.98, -9.74, 21.25, -4.69, 0.00, 0.04, 0.10, 0.02, 121.56, -2.94, -174.19, -0.06, -0.87, -0.49, -0.00, 7, 121, 422, 42, 
34404, 121.87, -3.06, -174.19, 0.10, 1.12, -6.97, 0.62, 0.14, 2.76, -0.52, 0.98, -9.74, 22.06, -4.00, -1.56, -0.05, 0.00, 0.02, 121.87, -3.06, -174.19, -0.06, -0.87, -0.48, -0.00, 8, 121, 419, 32, 
34504, 122.00, -3.19, -174.19, 0.63, 2.88, -8.18, 1.17, 1.89, 1.55, -0.54, 0.98, -9.74, 21.25, -2.19, 0.00, -0.08, 0.06, -0.10, 121.94, -3.12, -174.12, -0.06, -0.87, -0.48, -0.00, 7, 122, 421, 38, 
34604, 122.00, -3.25, -174.19, 0.49, 1.98, -8.95, 1.05, 0.99, 0.78, -0.56, 0.98, -9.74, 19.37, -1.50, -0.88, 0.12, 0.06, -0.07, 122.00, -3.25, -174.25, -0.06, -0.87, -0.48, 0.00, 8, 122, 415, 34, 
34704, 122.06, -3.37, -174.19, -1.30, 0.69, -8.93, -0.72, -0.28, 0.80, -0.58, 0.98, -9.73, 16.06, -0.69, -0.25, -0.21, -0.09, -0.03, 122.12, -3.31, -174.19, -0.06, -0.87, -0.48, 0.00, 7, 122, 416, 28, 
34804, 122.00, -3.44, -174.19, -0.36, 0.63, -7.67, 0.23, -0.35, 2.06, -0.59, 0.98, -9.73, 17.56, -4.50, -3.06, -0.05, -0.12, 0.07, 122.00, -3.50, -174.12, -0.06, -0.87, -0.48, 0.00, 8, 122, 416, 36, 
34904, 122.00, -3.56, -174.12, -2.80, 1.38, -8.47, -2.18, 0.39, 1.26, -0.61, 0.99, -9.73, 14.69, -1.19, -2.75, 0.03, -0.01, 0.03, 122.00, -3.56, -174.12, -0.06, -0.87, -0.48, 0.00, 7, 122, 416, 35, 
35004, 122.12, -3.62, -174.12, 0.24, 6.26, -16.40, 0.87, 5.27, -6.66, -0.63, 0.99, -9.73, 14.25, -10.50, -1.06, -0.24, -0.15, 0.04, 122.12, -3.62, -174.12, -0.06, -0.87, -0.48, 0.00, 7, 122, 409, 26, 
35104, 122.06, -3.50, -174.25, -2.51, 2.81, -10.84, -1.91, 1.83, -1.10, -0.60, 0.97, -9.73, 17.56, -9.38, 2.06, 0.06, 0.06, 0.08, 122.06, -3.50, -174.25, -0.06, -0.87, -0.48, 0.00, 8, 122, 416, 27, 
35204, 122.12, -3.50, -174.31, 0.05, 4.51, -10.88, 0.65, 3.54, -1.14, -0.59, 0.96, -9.74, 19.37, -6.87, 3.87, -0.12, -0.06, -0.00, 122.12, -3.50, -174.31, -0.06, -0.87, -0.48, 0.00, 7, 122, 416, 37, 
35304, 122.19, -3.44, -174.50, -1.41, 3.50, -8.65, -0.82, 2.57, 1.08, -0.59, 0.93, -9.74, 23.00, -2.87, -1.50, 0.15, 0.08, 0.09, 122.19, -3.44, -174.50, -0.06, -0.87, -0.48, 0.00, 7, 122, 414, 24, 
35404, 122.06, -3.37, -174.62, -1.06, 1.64, -8.28, -0.48, 0.73, 1.45, -0.58, 0.91, -9.74, 23.37, 1.37, -2.56, 0.20, 0.09, -0.07, 122.06, -3.37, -174.62, -0.06, -0.87, -0.48, 0.00, 7, 122, 408, 25, 
35504, 121.94, -3.37, -174.56, -2.21, 0.83, -8.93, -1.63, -0.08, 0.81, -0.57, 0.91, -9.74, 19.75, 2.06, -3.56, 0.13, 0.01, -0.03, 121.94, -3.37, -174.56, -0.06, -0.87, -0.48, 0.00, 7, 121, 416, 32, 
35604, 121.94, -3.31, -174.62, -0.43, 3.39, -9.86, 0.13, 2.48, -0.12, -0.56, 0.90, -9.74, 18.00, 2.37, -5.25, 0.02, 0.01, 0.10, 121.94, -3.31, -174.62, -0.05, -0.87, -0.48, 0.00, 6, 121, 415, 34, 
35704, 121.87, -3.25, -174.75, -0.33, 3.09, -7.17, 0.22, 2.20, 2.57, -0.56, 0.89, -9.74, 14.25, -0.06, -4.00, 0.03, 0.07, -0.05, 121.87, -3.25, -174.75, -0.05, -0.87, -0.48, 0.00, 7, 121, 421, 23, 
35804, 121.75, -3.19, -174.81, 0.00, 3.29, -9.57, 0.56, 2.41, 0.17, -0.55, 0.88, -9.75, 11.88, -3.25, -2.69, -0.09, 0.02, 0.01, 121.75, -3.19, -174.81, -0.05, -0.87, -0.49, 0.00, 7, 121, 410, 38, 
35904, 121.81, -3.12, -174.87, -0.70, 2.89, -11.17, -0.15, 2.02, -1.41, -0.54, 0.86, -9.75, 11.88, -2.25, -4.69, -0.09, 0.02, 0.06, 121.81, -3.12, -174.87, -0.05, -0.87, -0.49, 0.00, 7, 121, 406, 23, 
36004, 121.94, -3.06, -175.00, -0.25, 2.01, -9.74, 0.27, 1.16, 0.00, -0.53, 0.85, -9.75, 12.25, -2.69, -3.87, 0.02, -0.01, 0.08, 121.94, -3.06, -175.00, -0.05, -0.87, -0.48, 0.00, 6, 121, 412, 28, 
36104, 122.12, -3.00, -175.00, -1.95, 1.82, -9.99, -1.43, 0.97, -0.23, -0.51, 0.84, -9.75, 14.38, -0.37, -4.37, 0.07, 0.02, 0.23, 122.12, -3.00, -175.00, -0.05, -0.87, -0.48, 0.00, 6, 122, 419, 37, 
36204, 122.25, -2.94, -175.06, -0.23, 0.08, -7.89, 0.27, -0.75, 1.86, -0.50, 0.83, -9.75, 14.06, -3.56, -4.50, 0.05, 0.12, -0.01, 122.25, -2.94, -175.06, -0.05, -0.87, -0.48, 0.00, 6, 122, 401, 36, 
36304, 122.12, -2.94, -175.19, -0.36, 2.03, -9.90, 0.13, 1.21, -0.14, -0.50, 0.81, -9.75, 14.06, -4.69, -3.37, 0.04, 0.12, -0.02, 122.06, -2.87, -175.19, -0.05, -0.87, -0.48, 0.00, 6, 122, 407, 39, 
36404, 122.06, -2.94, -175.12, 0.82, 0.67, -5.38, 1.32, -0.14, 4.37, -0.49, 0.81, -9.76, 14.06, -4.37, -5.00, 0.16, 0.12, 0.12, 122.12, -2.87, -175.19, -0.05, -0.87, -0.48, 0.00, 7, 122, 405, 30, 
36504, 122.19, -2.94, -175.06, -0.22, 1.01, -7.86, 0.27, 0.19, 1.89, -0.49, 0.82, -9.75, 14.38, -5.06, -4.19, 0.13, 0.16, 0.01, 122.19, -2.87, -175.12, -0.05, -0.87, -0.48, 0.00, 6, 122, 408, 35, 
36604, 122.44, -3.00, -175.00, 4.58, 2.57, -7.69, 5.07, 1.74, 2.06, -0.49, 0.82, -9.75, 13.38, -3.19, -6.19, 0.23, 0.24, 0.27, 122.62, -2.81, -175.12, -0.05, -0.88, -0.48, 0.00, 6, 122, 401, 35, 
36704, 129.06, -3.00, -175.12, 1.54, 4.17, -11.20, 2.06, 3.33, -1.44, -0.51, 0.83, -9.75, 13.00, -2.56, -5.50, -0.01, -0.15, 1.92, 130.12, -3.00, -175.06, -0.05, -0.91, -0.42, 0.01, 5, 129, 406, 23, 
36804, 139.25, -3.19, -175.12, 2.67, 4.97, -12.19, 0.16, 1.73, 0.37, -0.54, 0.83, -9.75, 13.38, -8.00, -5.87, 0.01, -0.13, 2.15, 140.37, -3.19, -175.06, -0.05, -0.94, -0.34, 0.01, 6, 139, 410, 20, 
36904, 151.00, -3.37, -175.06, -1.58, 0.91, -9.20, 3.77, 4.55, -0.35, -0.57, 0.83, -9.75, 11.88, -9.75, -5.75, 0.09, -0.19, 2.43, 152.31, -3.37, -175.06, -0.05, -0.97, -0.24, 0.02, 6, 151, 407, 21, 
37004, 163.94, -3.62, -175.06, -0.85, -0.22, -10.92, -2.04, 0.92, -0.09, -0.61, 0.83, -9.75, 9.19, -12.56, -6.37, 0.15, -0.19, 2.72, 165.44, -3.56, -175.06, -0.05, -0.99, -0.13, 0.03, 5, 163, 419, 22, 
